            sIP|            dIP|sPort|dPort|pro|   packets|     bytes|   flags|                  sTime| duration|                  eTime|sensor|
162.216.114.158| 131.247.67.212| 6053| 5060| 17|         1|       447|        |2016/04/06T07:01:33.294|    0.000|2016/04/06T07:01:33.294|Health|
162.216.114.158| 131.247.67.118| 6053| 5060| 17|         2|       894|        |2016/04/06T07:01:31.126|    4.000|2016/04/06T07:01:35.126|Health|
162.216.114.158| 131.247.67.164| 6053| 5060| 17|         2|       894|        |2016/04/06T07:01:32.190|    4.004|2016/04/06T07:01:36.194|Health|
  179.96.255.39|  131.247.67.45|59037|   25|  6|        10|       633|        |2016/04/06T07:02:04.347|    2.176|2016/04/06T07:02:06.523|Health|
   113.20.119.2|  131.247.67.45| 3517|   25|  6|         5|       321|        |2016/04/06T07:02:59.224|    1.216|2016/04/06T07:03:00.440|Health|
 89.248.171.160|  131.247.67.45|44309|   25|  6|        10|       595|        |2016/04/06T07:04:43.159|    0.896|2016/04/06T07:04:44.055|Health|
  125.16.182.17|  131.247.67.45|26939|   25|  6|         6|       367|        |2016/04/06T07:04:48.791|    1.792|2016/04/06T07:04:50.583|Health|
   14.160.35.14|  131.247.67.45|34518|   25|  6|         2|        92|        |2016/04/06T07:05:53.559|    0.256|2016/04/06T07:05:53.815|Health|
  202.65.132.26| 131.247.67.126|   53|58275| 17|         1|        82|        |2016/04/06T07:06:03.797|    0.000|2016/04/06T07:06:03.797|Health|
  202.65.132.26| 131.247.67.127|   53|57132| 17|         1|        82|        |2016/04/06T07:06:04.117|    0.000|2016/04/06T07:06:04.117|Health|
   14.160.35.14|  131.247.67.45|34518|   25|  6|         3|       234|        |2016/04/06T07:06:22.423|    0.512|2016/04/06T07:06:22.935|Health|
   14.160.35.14|  131.247.67.45|34518|   25|  6|         2|        92|        |2016/04/06T07:06:52.505|    0.000|2016/04/06T07:06:52.505|Health|
   103.224.36.3|  131.247.67.45|10757|   25|  6|         6|       372|        |2016/04/06T07:11:52.591|    1.728|2016/04/06T07:11:54.319|Health|
 113.175.12.206|  131.247.67.45|47229|   25|  6|         7|       395|        |2016/04/06T07:12:20.304|    1.728|2016/04/06T07:12:22.032|Health|
 113.190.255.14|  131.247.67.45|34588|   25|  6|         5|       336|        |2016/04/06T07:14:21.896|    1.856|2016/04/06T07:14:23.752|Health|
 113.160.154.23|  131.247.67.45|63998|   25|  6|         6|       354|        |2016/04/06T07:16:37.834|    1.536|2016/04/06T07:16:39.370|Health|
  113.163.141.2|  131.247.67.45|29767|   25|  6|         5|       327|        |2016/04/06T07:18:59.915|    1.152|2016/04/06T07:19:01.067|Health|
     5.9.17.118|   131.247.67.1|26970|   53| 17|         1|        71|        |2016/04/06T07:19:04.136|    0.000|2016/04/06T07:19:04.136|Health|
  109.102.6.220|  131.247.67.45| 5257|   25|  6|         9|       550|        |2016/04/06T07:21:48.805|    2.368|2016/04/06T07:21:51.173|Health|
 171.232.194.82|  131.247.67.45|65188|   25|  6|         7|       386|        |2016/04/06T07:23:41.631|    1.664|2016/04/06T07:23:43.295|Health|
  115.79.34.212|  131.247.67.45|57797|   25|  6|         7|       385|        |2016/04/06T07:24:27.841|    1.728|2016/04/06T07:24:29.569|Health|
    117.6.84.73|  131.247.67.45|10353|   25|  6|         5|       327|        |2016/04/06T07:25:48.672|    1.088|2016/04/06T07:25:49.760|Health|
  14.167.56.218|  131.247.67.45|26606|   25|  6|         6|       372|        |2016/04/06T07:25:54.878|    1.344|2016/04/06T07:25:56.222|Health|
 89.248.171.160|  131.247.67.45| 9040|   25|  6|        10|       595|        |2016/04/06T07:26:18.684|    1.024|2016/04/06T07:26:19.708|Health|
 113.183.98.241|  131.247.67.45| 1249|   25|  6|         7|       373|        |2016/04/06T07:30:53.942|    1.856|2016/04/06T07:30:55.798|Health|
   117.3.116.68|  131.247.67.45| 2760|   25|  6|         7|       385|        |2016/04/06T07:31:39.123|    1.856|2016/04/06T07:31:40.979|Health|
   117.6.213.54|  131.247.67.45|39044|   25|  6|         7|       390|        |2016/04/06T07:31:40.662|    1.792|2016/04/06T07:31:42.454|Health|
   117.3.116.68|  131.247.67.45| 3341|   25|  6|         7|       404|        |2016/04/06T07:32:13.365|    1.408|2016/04/06T07:32:14.773|Health|
  115.79.34.212|  131.247.67.45|58625|   25|  6|         9|       483|        |2016/04/06T07:32:39.540|    3.328|2016/04/06T07:32:42.868|Health|
   123.25.239.9|  131.247.67.45|42192|   25|  6|         7|       390|        |2016/04/06T07:35:40.848|    2.048|2016/04/06T07:35:42.896|Health|
  118.68.226.45|  131.247.67.45|17268|   25|  6|         5|       321|        |2016/04/06T07:36:17.391|    1.344|2016/04/06T07:36:18.735|Health|
     74.82.47.3|   131.247.67.1|46375|   53| 17|         1|        84|        |2016/04/06T07:36:45.809|    0.000|2016/04/06T07:36:45.809|Health|
   180.151.76.3|  131.247.67.45|24881|   25|  6|         6|       387|        |2016/04/06T07:38:07.853|    2.176|2016/04/06T07:38:10.029|Health|
 216.12.249.195|   131.247.67.1|51197|   53| 17|         1|        80|        |2016/04/06T07:38:14.768|    0.000|2016/04/06T07:38:14.768|Health|
 216.12.249.195|   131.247.67.1|56444|   53| 17|         1|        87|        |2016/04/06T07:38:14.768|    0.000|2016/04/06T07:38:14.768|Health|
 216.12.249.195|   131.247.67.1|64166|   53| 17|         1|        80|        |2016/04/06T07:38:14.768|    0.000|2016/04/06T07:38:14.768|Health|
 216.12.249.195|   131.247.67.1|19856|   53| 17|         1|        88|        |2016/04/06T07:38:14.768|    0.000|2016/04/06T07:38:14.768|Health|
  178.173.4.107|  131.247.67.45|34100|   25|  6|         7|       398|        |2016/04/06T07:39:32.200|    1.280|2016/04/06T07:39:33.480|Health|
 118.70.168.213|  131.247.67.45|17879|   25|  6|         5|       325|        |2016/04/06T07:39:37.641|    1.344|2016/04/06T07:39:38.985|Health|
113.189.139.224|  131.247.67.45|25425|   25|  6|         7|       418|        |2016/04/06T07:40:52.137|    2.240|2016/04/06T07:40:54.377|Health|
184.105.247.195| 131.247.67.164|38455| 5353| 17|         1|        74|        |2016/04/06T07:41:22.826|    0.000|2016/04/06T07:41:22.826|Health|
   115.75.4.253|  131.247.67.45|21711|   25|  6|         7|       412|        |2016/04/06T07:42:08.680|    1.600|2016/04/06T07:42:10.280|Health|
   117.3.158.55|  131.247.67.45| 2888|   25|  6|         7|       379|        |2016/04/06T07:42:35.749|    1.792|2016/04/06T07:42:37.541|Health|
  14.167.56.218|  131.247.67.45|30841|   25|  6|         5|       325|        |2016/04/06T07:43:17.155|    1.152|2016/04/06T07:43:18.307|Health|
 203.162.27.215|   131.247.67.1|35704|   53| 17|         1|        73|        |2016/04/06T07:45:34.434|    0.000|2016/04/06T07:45:34.434|Health|
 203.162.27.215|   131.247.67.1|25148|   53| 17|         1|        77|        |2016/04/06T07:45:34.434|    0.000|2016/04/06T07:45:34.434|Health|
 203.162.27.215|   131.247.67.1|49921|   53| 17|         1|        77|        |2016/04/06T07:45:34.436|    0.000|2016/04/06T07:45:34.436|Health|
113.174.195.154|  131.247.67.45|12019|   25|  6|         5|       302|        |2016/04/06T07:45:38.787|    1.088|2016/04/06T07:45:39.875|Health|
 113.161.72.217|  131.247.67.45|33287|   25|  6|         7|       410|        |2016/04/06T07:45:40.324|    1.344|2016/04/06T07:45:41.668|Health|
 113.161.72.217|  131.247.67.45|34858|   25|  6|         4|       212|        |2016/04/06T07:46:11.682|    7.168|2016/04/06T07:46:18.850|Health|
 113.161.72.217|  131.247.67.45|34858|   25|  6|         4|       274|        |2016/04/06T07:46:25.889|    2.176|2016/04/06T07:46:28.065|Health|
   89.216.23.43|  131.247.67.45|56014|   25|  6|         7|       413|        |2016/04/06T07:46:42.915|    1.024|2016/04/06T07:46:43.939|Health|
 113.161.72.217|  131.247.67.45|21491|   25|  6|         5|       312|        |2016/04/06T07:46:47.204|    1.088|2016/04/06T07:46:48.292|Health|
   89.216.23.43|  131.247.67.45|56316|   25|  6|         7|       412|        |2016/04/06T07:47:01.155|    0.832|2016/04/06T07:47:01.987|Health|
 89.248.171.160|  131.247.67.45|38239|   25|  6|        10|       599|        |2016/04/06T07:48:03.808|    1.088|2016/04/06T07:48:04.896|Health|
 113.160.156.98|  131.247.67.45|13225|   25|  6|         6|       361|        |2016/04/06T07:48:21.922|    2.048|2016/04/06T07:48:23.970|Health|
   103.5.18.218|  131.247.67.45|45171|   25|  6|         6|       368|        |2016/04/06T07:48:32.801|    1.536|2016/04/06T07:48:34.337|Health|
113.161.141.173|   131.247.67.1| 1033|   53| 17|         1|        62|        |2016/04/06T07:49:32.128|    0.000|2016/04/06T07:49:32.128|Health|
 113.161.60.141|  131.247.67.45| 6248|   25|  6|         7|       387|        |2016/04/06T07:49:43.646|    1.792|2016/04/06T07:49:45.438|Health|
113.161.207.174|  131.247.67.45|26746|   25|  6|         7|       390|        |2016/04/06T07:49:43.714|    1.664|2016/04/06T07:49:45.378|Health|
113.161.141.173|   131.247.67.1| 1033|   53| 17|         1|        62|        |2016/04/06T07:50:25.118|    0.000|2016/04/06T07:50:25.118|Health|
    62.76.12.66|  131.247.67.45|56835|   25|  6|         7|       455|        |2016/04/06T07:51:36.287|    1.280|2016/04/06T07:51:37.567|Health|
 113.160.133.58|  131.247.67.45|64385|   25|  6|         7|       395|        |2016/04/06T07:52:28.958|    1.728|2016/04/06T07:52:30.686|Health|
184.105.247.195|   131.247.66.4|38455| 5353| 17|         1|        74|        |2016/04/06T07:53:24.284|    0.000|2016/04/06T07:53:24.284|Health|
  182.74.131.27|  131.247.67.45|17792|   25|  6|         5|       321|        |2016/04/06T07:56:46.615|    2.112|2016/04/06T07:56:48.727|Health|
  200.43.181.74|  131.247.67.45|30834|   25|  6|         7|       421|        |2016/04/06T07:56:58.517|    0.960|2016/04/06T07:56:59.477|Health|
   113.20.119.2|  131.247.67.45| 4678|   25|  6|         5|       315|        |2016/04/06T07:57:04.917|    1.216|2016/04/06T07:57:06.133|Health|
   118.70.187.4|  131.247.67.45|56350|   25|  6|         5|       312|        |2016/04/06T07:57:36.596|    1.408|2016/04/06T07:57:38.004|Health|
    115.75.3.79|  131.247.67.45|39550|   25|  6|         6|       364|        |2016/04/06T07:59:26.936|    2.496|2016/04/06T07:59:29.432|Health|
141.212.122.202|  131.247.66.33|42119|   80|  6|         1|        40| S      |2016/04/06T07:04:51.015|    0.000|2016/04/06T07:04:51.015|Health|
   66.96.128.60|  10.119.120.33|50020|   80|  6|         4|      1640|        |2016/04/06T07:08:37.975|    0.064|2016/04/06T07:08:38.039|Health|
   66.96.128.60|  10.119.120.33|50022|   80|  6|         4|      1640|        |2016/04/06T07:08:38.168|    0.000|2016/04/06T07:08:38.168|Health|
   66.96.128.60|  10.119.120.33|50021|   80|  6|         4|      1640|        |2016/04/06T07:08:38.038|    0.064|2016/04/06T07:08:38.102|Health|
   66.96.128.60|  10.119.120.33|50022|   80|  6|         2|        92|        |2016/04/06T07:08:41.169|    6.016|2016/04/06T07:08:47.185|Health|
   66.96.128.60|  10.119.120.33|50062|   80|  6|         4|      1640|        |2016/04/06T07:08:59.476|    0.000|2016/04/06T07:08:59.476|Health|
   66.96.128.60|  10.119.120.33|50063|   80|  6|         4|      1640|        |2016/04/06T07:08:59.540|    0.064|2016/04/06T07:08:59.604|Health|
   66.96.128.60|  10.119.120.33|50061|   80|  6|         4|      1640|        |2016/04/06T07:08:59.409|    0.000|2016/04/06T07:08:59.409|Health|
   66.96.128.60|  10.119.120.33|50060|   80|  6|         4|      1640|        |2016/04/06T07:08:59.283|    0.064|2016/04/06T07:08:59.347|Health|
   66.96.128.60|  10.119.120.33|50059|   80|  6|         4|      1640|        |2016/04/06T07:08:59.219|    0.064|2016/04/06T07:08:59.283|Health|
   66.96.128.60|  10.119.120.33|50022|   80|  6|         1|       576|        |2016/04/06T07:08:59.156|    0.000|2016/04/06T07:08:59.156|Health|
184.105.247.195|  131.247.65.14|56792|  443|  6|        15|      1342|        |2016/04/06T07:10:11.282|    5.824|2016/04/06T07:10:17.106|Health|
184.105.247.195|  131.247.65.14|46236|  443|  6|        14|      1272|        |2016/04/06T07:16:56.201|    4.288|2016/04/06T07:17:00.489|Health|
     5.9.17.118|  10.119.120.33|48068|   80|  6|        17|      1189|        |2016/04/06T07:19:04.138|    0.768|2016/04/06T07:19:04.906|Health|
184.105.247.195|  131.247.65.14|56949|  443|  6|         3|       295|        |2016/04/06T07:19:13.159|    0.128|2016/04/06T07:19:13.287|Health|
 198.71.225.140|  10.119.120.33|43354|   80|  6|        14|       809|        |2016/04/06T07:21:44.771|    0.064|2016/04/06T07:21:44.835|Health|
220.227.210.117|  10.119.120.33|32283|   80|  6|       278|     13479|        |2016/04/06T07:29:20.953|    6.592|2016/04/06T07:29:27.545|Health|
  103.27.239.39|   131.247.56.8|11329|   80|  6|         5|       687|        |2016/04/06T07:45:25.347|    1.088|2016/04/06T07:45:26.435|Health|
  103.27.239.39|   131.247.56.8|11929|   80|  6|         5|       639|        |2016/04/06T07:45:33.539|    6.912|2016/04/06T07:45:40.451|Health|
  103.27.239.39|   131.247.56.8|11929|   80|  6|         3|       138|        |2016/04/06T07:47:10.499|    0.448|2016/04/06T07:47:10.947|Health|
  103.27.239.39|   131.247.56.8|15341|   80|  6|         6|       678|        |2016/04/06T07:47:26.625|    4.224|2016/04/06T07:47:30.849|Health|
  103.27.239.39|   131.247.56.8|16122|   80|  6|         5|       654|        |2016/04/06T07:47:55.106|    1.024|2016/04/06T07:47:56.130|Health|
   117.3.158.55|  131.247.67.45| 2153|   25|  6|         7|       384|        |2016/04/06T08:00:40.274|    1.472|2016/04/06T08:00:41.746|Health|
  195.138.81.25|  131.247.67.45| 3094|   25|  6|         7|       392|        |2016/04/06T08:00:54.158|    1.280|2016/04/06T08:00:55.438|Health|
 113.176.163.16|  131.247.67.45|52043|   25|  6|         8|       434|        |2016/04/06T08:01:29.102|    1.408|2016/04/06T08:01:30.510|Health|
    78.96.64.40|  131.247.67.45| 4547|   25|  6|         7|       388|        |2016/04/06T08:03:10.151|    1.856|2016/04/06T08:03:12.007|Health|
 216.12.249.195|   131.247.67.1|53901|   53| 17|         1|        80|        |2016/04/06T08:03:21.864|    0.000|2016/04/06T08:03:21.864|Health|
 216.12.249.195|   131.247.67.1|53040|   53| 17|         1|        87|        |2016/04/06T08:03:21.864|    0.000|2016/04/06T08:03:21.864|Health|
 216.12.249.195|   131.247.67.1|65087|   53| 17|         1|        88|        |2016/04/06T08:03:21.863|    0.000|2016/04/06T08:03:21.863|Health|
 113.160.134.19|  131.247.67.45|15227|   25|  6|         6|       366|        |2016/04/06T08:03:38.822|    1.152|2016/04/06T08:03:39.974|Health|
  183.91.31.111|  131.247.67.45|60185|   25|  6|         8|       444|        |2016/04/06T08:05:06.617|    3.264|2016/04/06T08:05:09.881|Health|
 113.161.78.146|   131.247.67.1|61013|   53| 17|         1|        60|        |2016/04/06T08:07:39.465|    0.000|2016/04/06T08:07:39.465|Health|
118.102.214.202|  131.247.67.45|30243|   25|  6|         6|       388|        |2016/04/06T08:07:54.442|    1.792|2016/04/06T08:07:56.234|Health|
 113.161.78.146|  131.247.67.45| 6951|   25|  6|         6|       615|        |2016/04/06T08:07:50.412|    1.216|2016/04/06T08:07:51.628|Health|
 113.161.78.146|  131.247.67.45| 7901|   25|  6|         6|       613|        |2016/04/06T08:08:08.522|    1.024|2016/04/06T08:08:09.546|Health|
 89.248.171.160|  131.247.67.45| 2856|   25|  6|        10|       595|        |2016/04/06T08:10:10.179|    1.024|2016/04/06T08:10:11.203|Health|
  77.240.87.125|  131.247.67.45|50774|   25|  6|         6|       377|        |2016/04/06T08:10:05.700|    1.152|2016/04/06T08:10:06.852|Health|
  77.240.87.125|  131.247.67.45|52687|   25|  6|         6|       369|        |2016/04/06T08:10:39.746|    0.832|2016/04/06T08:10:40.578|Health|
113.177.144.217|  131.247.67.45|18828|   25|  6|         7|       406|        |2016/04/06T08:11:20.253|    1.472|2016/04/06T08:11:21.725|Health|
 115.254.27.210|  131.247.67.45|38743|   25|  6|         6|       383|        |2016/04/06T08:11:20.252|    1.408|2016/04/06T08:11:21.660|Health|
113.163.157.222|  131.247.67.45|39054|   25|  6|         6|       356|        |2016/04/06T08:11:29.405|    1.472|2016/04/06T08:11:30.877|Health|
   183.91.31.74|  131.247.67.45|47425|   25|  6|         7|       388|        |2016/04/06T08:11:42.715|    1.472|2016/04/06T08:11:44.187|Health|
   103.224.36.3|  131.247.67.45|22848|   25|  6|         6|       359|        |2016/04/06T08:12:22.904|    2.112|2016/04/06T08:12:25.016|Health|
   115.75.4.253|  131.247.67.45|28548|   25|  6|         5|       323|        |2016/04/06T08:13:02.403|    1.024|2016/04/06T08:13:03.427|Health|
  212.156.86.78|  131.247.67.45|45275|   25|  6|         6|       394|        |2016/04/06T08:13:09.825|    1.344|2016/04/06T08:13:11.169|Health|
 113.161.78.146|  131.247.67.45|27049|   25|  6|         6|       649|        |2016/04/06T08:14:44.153|    1.024|2016/04/06T08:14:45.177|Health|
 113.161.78.146|  131.247.67.45|27048|   25|  6|         6|       657|        |2016/04/06T08:14:44.152|    1.024|2016/04/06T08:14:45.176|Health|
  14.167.56.218|  131.247.67.45|37484|   25|  6|         6|       371|        |2016/04/06T08:14:40.378|    1.280|2016/04/06T08:14:41.658|Health|
 113.161.78.146|  131.247.67.45|27369|   25|  6|         6|       656|        |2016/04/06T08:14:48.676|    1.088|2016/04/06T08:14:49.764|Health|
 113.161.78.146|  131.247.67.45|27368|   25|  6|         6|       656|        |2016/04/06T08:14:48.676|    1.024|2016/04/06T08:14:49.700|Health|
157.122.148.152|  131.247.67.45|15725|   25|  6|         8|       446|        |2016/04/06T08:15:21.890|    1.856|2016/04/06T08:15:23.746|Health|
157.122.148.152|  131.247.67.45|15725|   25|  6|         1|        46|        |2016/04/06T08:15:26.242|    0.000|2016/04/06T08:15:26.242|Health|
 87.201.247.162| 131.247.67.122|60671|   21|  6|         6|       294|        |2016/04/06T08:16:43.511|    1.216|2016/04/06T08:16:44.727|Health|
 87.201.247.162| 131.247.67.122|60803|   21|  6|         6|       295|        |2016/04/06T08:16:44.797|    1.344|2016/04/06T08:16:46.141|Health|
 87.201.247.162| 131.247.67.122|60929|   21|  6|         6|       296|        |2016/04/06T08:16:46.141|    1.280|2016/04/06T08:16:47.421|Health|
 87.201.247.162| 131.247.67.122|61217|   21|  6|         6|       298|        |2016/04/06T08:16:48.703|    1.280|2016/04/06T08:16:49.983|Health|
 87.201.247.162| 131.247.67.122|61355|   21|  6|         6|       299|        |2016/04/06T08:16:49.983|    1.280|2016/04/06T08:16:51.263|Health|
 87.201.247.162| 131.247.67.122|61079|   21|  6|         6|       297|        |2016/04/06T08:16:47.421|    1.344|2016/04/06T08:16:48.765|Health|
 87.201.247.162| 131.247.67.122|61491|   21|  6|         6|       300|        |2016/04/06T08:16:51.262|    1.280|2016/04/06T08:16:52.542|Health|
 87.201.247.162| 131.247.67.122|61605|   21|  6|         6|       297|        |2016/04/06T08:16:52.542|    1.280|2016/04/06T08:16:53.822|Health|
 87.201.247.162| 131.247.67.122|62141|   21|  6|         6|       297|        |2016/04/06T08:16:57.662|    1.280|2016/04/06T08:16:58.942|Health|
 87.201.247.162| 131.247.67.122|62253|   21|  6|         6|       297|        |2016/04/06T08:16:58.942|    1.344|2016/04/06T08:17:00.286|Health|
 87.201.247.162| 131.247.67.122|62369|   21|  6|         6|       297|        |2016/04/06T08:17:00.287|    1.280|2016/04/06T08:17:01.567|Health|
 87.201.247.162| 131.247.67.122|61742|   21|  6|         6|       297|        |2016/04/06T08:16:53.824|    1.280|2016/04/06T08:16:55.104|Health|
 87.201.247.162| 131.247.67.122|61883|   21|  6|         6|       297|        |2016/04/06T08:16:55.103|    1.280|2016/04/06T08:16:56.383|Health|
 87.201.247.162| 131.247.67.122|61995|   21|  6|         6|       297|        |2016/04/06T08:16:56.381|    1.280|2016/04/06T08:16:57.661|Health|
 87.201.247.162| 131.247.67.122|62609|   21|  6|         6|       297|        |2016/04/06T08:17:02.848|    1.344|2016/04/06T08:17:04.192|Health|
 87.201.247.162| 131.247.67.122|62749|   21|  6|         6|       298|        |2016/04/06T08:17:04.189|    1.280|2016/04/06T08:17:05.469|Health|
 87.201.247.162| 131.247.67.122|62501|   21|  6|         6|       297|        |2016/04/06T08:17:01.566|    1.280|2016/04/06T08:17:02.846|Health|
  202.65.132.26| 131.247.67.127|   53|57806| 17|         1|        84|        |2016/04/06T08:18:51.070|    0.000|2016/04/06T08:18:51.070|Health|
  202.65.132.26| 131.247.67.127|   53|56121| 17|         1|        84|        |2016/04/06T08:18:53.565|    0.000|2016/04/06T08:18:53.565|Health|
  202.65.132.26| 131.247.67.126|   53|60090| 17|         1|        73|        |2016/04/06T08:18:51.325|    0.000|2016/04/06T08:18:51.325|Health|
  202.65.132.26| 131.247.67.126|   53|59062| 17|         1|        84|        |2016/04/06T08:18:52.158|    0.000|2016/04/06T08:18:52.158|Health|
  202.65.132.26| 131.247.67.127|   53|55848| 17|         1|        73|        |2016/04/06T08:18:52.221|    0.000|2016/04/06T08:18:52.221|Health|
  202.65.132.26| 131.247.67.126|   53|59087| 17|         1|        73|        |2016/04/06T08:18:53.500|    0.000|2016/04/06T08:18:53.500|Health|
  113.160.133.8|  131.247.67.45| 2345|   25|  6|         5|       317|        |2016/04/06T08:20:14.393|    1.088|2016/04/06T08:20:15.481|Health|
 190.109.164.81|  131.247.67.45|51098|   25|  6|        10|       653|        |2016/04/06T08:21:03.100|    1.216|2016/04/06T08:21:04.316|Health|
  113.161.76.44|  131.247.67.45|23482|   25|  6|         7|       402|        |2016/04/06T08:21:23.834|    1.344|2016/04/06T08:21:25.178|Health|
 113.190.255.14|  131.247.67.45|40446|   25|  6|         6|       379|        |2016/04/06T08:21:45.270|    1.664|2016/04/06T08:21:46.934|Health|
    91.208.99.2|  131.247.67.45|47281|   25|  6|        11|       681|        |2016/04/06T08:22:36.597|    0.896|2016/04/06T08:22:37.493|Health|
117.239.244.146|  131.247.67.45|61291|   25|  6|         8|       423|        |2016/04/06T08:22:46.070|    2.368|2016/04/06T08:22:48.438|Health|
  14.172.165.47|  131.247.67.45|18933|   25|  6|         6|       367|        |2016/04/06T08:24:00.821|    1.216|2016/04/06T08:24:02.037|Health|
     5.9.17.118|   131.247.67.1|38555|   53| 17|         1|        77|        |2016/04/06T08:24:17.524|    0.000|2016/04/06T08:24:17.524|Health|
     5.9.17.118|   131.247.67.1|37168|   53| 17|         1|        68|        |2016/04/06T08:24:17.521|    0.000|2016/04/06T08:24:17.521|Health|
184.105.247.196|   131.247.67.1|29764|   53| 17|         1|        83|        |2016/04/06T08:26:20.143|    0.000|2016/04/06T08:26:20.143|Health|
113.161.141.173|   131.247.67.1| 1033|   53| 17|         1|        66|        |2016/04/06T08:29:08.912|    0.000|2016/04/06T08:29:08.912|Health|
113.184.169.216|  131.247.67.45|10339|   25|  6|         6|       352|        |2016/04/06T08:29:50.508|    1.280|2016/04/06T08:29:51.788|Health|
 89.248.171.160|  131.247.67.45|31953|   25|  6|        10|       595|        |2016/04/06T08:32:24.621|    0.960|2016/04/06T08:32:25.581|Health|
  14.183.58.140|  131.247.67.45|29188|   25|  6|         7|       412|        |2016/04/06T08:33:06.091|    1.600|2016/04/06T08:33:07.691|Health|
 122.53.109.226|  131.247.67.45|12279|   25|  6|         6|       374|        |2016/04/06T08:33:31.562|    3.712|2016/04/06T08:33:35.274|Health|
 113.160.154.23|  131.247.67.45|32473|   25|  6|         6|       365|        |2016/04/06T08:33:47.180|    1.088|2016/04/06T08:33:48.268|Health|
 162.213.228.68|  131.247.67.45|36910|   25|  6|        10|       649|        |2016/04/06T08:34:14.890|    1.536|2016/04/06T08:34:16.426|Health|
   113.11.228.8|  131.247.67.45|28280|   25|  6|         5|       315|        |2016/04/06T08:36:17.187|    1.664|2016/04/06T08:36:18.851|Health|
  202.65.132.26| 131.247.67.126|   53|58871| 17|         1|        83|        |2016/04/06T08:36:43.751|    0.000|2016/04/06T08:36:43.751|Health|
  202.65.132.26| 131.247.67.127|   53|55893| 17|         1|        83|        |2016/04/06T08:36:45.094|    0.000|2016/04/06T08:36:45.094|Health|
  202.65.132.26| 131.247.67.127|   53|56159| 17|         1|        72|        |2016/04/06T08:36:44.008|    0.000|2016/04/06T08:36:44.008|Health|
  202.65.132.26| 131.247.67.127|   53|55956| 17|         1|        72|        |2016/04/06T08:36:45.989|    0.000|2016/04/06T08:36:45.989|Health|
 216.12.249.195|   131.247.67.1|21120|   53| 17|         1|        87|        |2016/04/06T08:40:25.245|    0.000|2016/04/06T08:40:25.245|Health|
    202.9.41.97|  131.247.67.45|48660|   25|  6|         2|        92|        |2016/04/06T08:42:16.348|    0.256|2016/04/06T08:42:16.604|Health|
    202.9.41.97|  131.247.67.45|48660|   25|  6|         3|       224|        |2016/04/06T08:42:46.239|    0.640|2016/04/06T08:42:46.879|Health|
 216.12.249.195|   131.247.67.1|27326|   53| 17|         1|        85|        |2016/04/06T08:43:09.468|    0.000|2016/04/06T08:43:09.468|Health|
    202.9.41.97|  131.247.67.45|48660|   25|  6|         3|       138|        |2016/04/06T08:43:16.763|    0.192|2016/04/06T08:43:16.955|Health|
    202.9.41.97|  131.247.67.45|15170|   25|  6|         2|        92|        |2016/04/06T08:43:16.766|    0.256|2016/04/06T08:43:17.022|Health|
    202.9.41.97|  131.247.67.45|15170|   25|  6|         1|        46|        |2016/04/06T08:43:47.036|    0.000|2016/04/06T08:43:47.036|Health|
 186.34.216.219|  131.247.67.45|64336|   25|  6|         9|       470|        |2016/04/06T08:49:14.649|    2.688|2016/04/06T08:49:17.337|Health|
 113.190.255.14|  131.247.67.45|42892|   25|  6|         5|       330|        |2016/04/06T08:49:45.749|    1.088|2016/04/06T08:49:46.837|Health|
  113.160.133.8|  131.247.67.45| 1480|   25|  6|         5|       317|        |2016/04/06T08:50:56.275|    2.112|2016/04/06T08:50:58.387|Health|
117.218.131.167|  131.247.67.45| 4484|   25|  6|         9|       477|        |2016/04/06T08:52:33.808|    2.880|2016/04/06T08:52:36.688|Health|
 122.155.38.112|  131.247.67.45|38839|   25|  6|         6|       364|        |2016/04/06T08:52:54.414|    2.752|2016/04/06T08:52:57.166|Health|
   94.23.214.93|   131.247.67.1|27885|   53| 17|         1|        80|        |2016/04/06T08:54:30.028|    0.000|2016/04/06T08:54:30.028|Health|
 89.248.171.160|  131.247.67.45|61045|   25|  6|        10|       591|        |2016/04/06T08:54:40.846|    1.024|2016/04/06T08:54:41.870|Health|
190.128.250.106|  131.247.67.45|42032|   25|  6|        10|       655|        |2016/04/06T08:56:14.349|    4.032|2016/04/06T08:56:18.381|Health|
     5.9.17.118|  10.119.120.33|57008|   80|  6|        31|      1906|        |2016/04/06T08:10:41.221|    1.024|2016/04/06T08:10:42.245|Health|
 87.201.247.162| 131.247.67.122|62939|   80|  6|         8|       946|        |2016/04/06T08:17:06.112|    6.912|2016/04/06T08:17:13.024|Health|
 87.201.247.162|  10.119.120.33|63397|   80|  6|        16|      1393|        |2016/04/06T08:17:11.038|    2.048|2016/04/06T08:17:13.086|Health|
184.105.247.196|  10.119.120.49|42417|  443|  6|        12|      1181|        |2016/04/06T08:18:37.500|    4.672|2016/04/06T08:18:42.172|Health|
     5.9.17.118|  10.119.120.33|51896|   80|  6|       158|      8451|        |2016/04/06T08:21:35.097|    2.368|2016/04/06T08:21:37.465|Health|
  163.172.7.229| 131.247.67.122|49718|   80|  6|        13|       867|        |2016/04/06T08:21:51.415|    1.024|2016/04/06T08:21:52.439|Health|
  163.172.7.229| 131.247.67.122|49587|   80|  6|         9|       659|        |2016/04/06T08:21:50.772|    0.832|2016/04/06T08:21:51.604|Health|
