            sIP|            dIP|sPort|dPort|pro|   packets|     bytes|   flags|                  sTime| duration|                  eTime|sensor|
   10.119.34.27|        8.8.8.8|    0| 2048|  1|        10|       840|        |2016/04/06T02:00:16.128|    9.024|2016/04/06T02:00:25.152|Health|
   10.119.53.87|        8.8.8.8|53530|   53| 17|         4|       296|        |2016/04/06T02:00:18.822|    9.280|2016/04/06T02:00:28.102|Health|
   172.19.7.112|    192.168.1.2|    0| 2048|  1|         4|       240|        |2016/04/06T02:00:18.885|    9.024|2016/04/06T02:00:27.909|Health|
   131.247.63.6|        8.8.8.8|54946|   53| 17|         1|        86|        |2016/04/06T02:00:32.410|    0.000|2016/04/06T02:00:32.410|Health|
   172.19.7.112|    192.168.1.2|    0| 2048|  1|         4|       240|        |2016/04/06T02:00:30.916|    9.024|2016/04/06T02:00:39.940|Health|
  131.247.65.11|        8.8.8.8|60148|   53| 17|         1|        72|        |2016/04/06T02:00:45.975|    0.000|2016/04/06T02:00:45.975|Health|
  131.247.65.11|        8.8.8.8|48031|   53| 17|         1|        72|        |2016/04/06T02:00:45.913|    0.000|2016/04/06T02:00:45.913|Health|
   172.19.7.112|    192.168.1.2|    0| 2048|  1|         4|       240|        |2016/04/06T02:00:42.946|    9.088|2016/04/06T02:00:52.034|Health|
   131.247.63.6|        8.8.8.8|62607|   53| 17|         1|        82|        |2016/04/06T02:00:47.770|    0.000|2016/04/06T02:00:47.770|Health|
  131.247.65.11|        8.8.8.8|    0|  771|  1|         1|       100|        |2016/04/06T02:00:50.969|    0.000|2016/04/06T02:00:50.969|Health|
   172.19.7.112|    192.168.1.2|    0| 2048|  1|         4|       240|        |2016/04/06T02:00:55.044|    9.024|2016/04/06T02:01:04.068|Health|
  10.119.38.154|        8.8.8.8|    0| 2048|  1|         1|        60|        |2016/04/06T02:01:08.888|    0.000|2016/04/06T02:01:08.888|Health|
   172.19.7.112|    192.168.1.2|    0| 2048|  1|         4|       240|        |2016/04/06T02:01:07.074|    9.024|2016/04/06T02:01:16.098|Health|
   10.119.34.27|        8.8.8.8|52166|   53| 17|         1|        71|        |2016/04/06T02:01:08.740|    0.000|2016/04/06T02:01:08.740|Health|
   172.19.7.112|    192.168.1.2|    0| 2048|  1|         4|       240|        |2016/04/06T02:01:19.103|    9.024|2016/04/06T02:01:28.127|Health|
   10.119.53.87|        8.8.8.8|51286|   53| 17|         3|       222|        |2016/04/06T02:01:23.454|    9.344|2016/04/06T02:01:32.798|Health|
  131.247.65.11|        8.8.8.8|35281|   53| 17|         1|        64|        |2016/04/06T02:01:28.342|    0.000|2016/04/06T02:01:28.342|Health|
  131.247.65.11|        8.8.8.8|45238|   53| 17|         1|        64|        |2016/04/06T02:01:28.345|    0.000|2016/04/06T02:01:28.345|Health|
   10.119.34.27|        8.8.8.8|    0| 2048|  1|        10|       840|        |2016/04/06T02:01:27.807|    9.024|2016/04/06T02:01:36.831|Health|
   172.19.7.112|    192.168.1.2|    0| 2048|  1|         4|       240|        |2016/04/06T02:01:31.134|    9.024|2016/04/06T02:01:40.158|Health|
   131.247.63.6|        8.8.8.8|62841|   53| 17|         2|       142|        |2016/04/06T02:01:40.951|    1.024|2016/04/06T02:01:41.975|Health|
   131.247.63.6|        8.8.8.8|50771|   53| 17|         1|        62|        |2016/04/06T02:01:42.039|    0.000|2016/04/06T02:01:42.039|Health|
  131.247.65.11|        8.8.8.8|48131|   53| 17|         1|        72|        |2016/04/06T02:01:45.176|    0.000|2016/04/06T02:01:45.176|Health|
   131.247.63.6|        8.8.8.8|    0|  771|  1|         1|        56|        |2016/04/06T02:01:45.944|    0.000|2016/04/06T02:01:45.944|Health|
   131.247.63.6|        8.8.8.8|51001|   53| 17|         1|        81|        |2016/04/06T02:01:42.105|    0.000|2016/04/06T02:01:42.105|Health|
  131.247.65.11|        8.8.8.8|58643|   53| 17|         1|        72|        |2016/04/06T02:01:45.112|    0.000|2016/04/06T02:01:45.112|Health|
   172.19.7.112|    192.168.1.2|    0| 2048|  1|         4|       240|        |2016/04/06T02:01:43.167|    9.088|2016/04/06T02:01:52.255|Health|
   172.19.1.229|    192.168.1.9|    0| 2048|  1|         1|        60|        |2016/04/06T02:01:57.308|    8.960|2016/04/06T02:02:06.268|Health|
   172.19.1.229|    192.168.1.9|    0| 2048|  1|         4|       240|        |2016/04/06T02:02:09.274|    9.024|2016/04/06T02:02:18.298|Health|
  10.119.38.154|        8.8.8.8|    0| 2048|  1|         1|        60|        |2016/04/06T02:02:09.878|    0.000|2016/04/06T02:02:09.878|Health|
   172.19.1.229|    192.168.1.9|    0| 2048|  1|         4|       240|        |2016/04/06T02:02:21.309|    9.024|2016/04/06T02:02:30.333|Health|
   10.119.34.33|    192.168.1.1|52421|  139|  6|         1|        64|        |2016/04/06T02:02:22.011|    0.000|2016/04/06T02:02:22.011|Health|
   172.19.1.229|    192.168.1.9|    0| 2048|  1|         4|       240|        |2016/04/06T02:02:33.276|    9.024|2016/04/06T02:02:42.300|Health|
   10.119.34.27|        8.8.8.8|56398|   53| 17|         1|        65|        |2016/04/06T02:02:32.124|    0.000|2016/04/06T02:02:32.124|Health|
   10.119.53.87|        8.8.8.8|64700|   53| 17|         4|       296|        |2016/04/06T02:02:31.548|    9.152|2016/04/06T02:02:40.700|Health|
   10.119.34.27|        8.8.8.8|60724|   53| 17|         1|        72|        |2016/04/06T02:02:36.667|    0.000|2016/04/06T02:02:36.667|Health|
   10.119.34.27|        8.8.8.8|50973|   53| 17|         1|        72|        |2016/04/06T02:02:36.669|    0.000|2016/04/06T02:02:36.669|Health|
   10.119.34.27|        8.8.8.8|    0| 2048|  1|        10|       840|        |2016/04/06T02:02:39.483|    9.024|2016/04/06T02:02:48.507|Health|
   10.119.34.39|    192.168.1.1|57462|  139|  6|         1|        64|        |2016/04/06T02:02:39.803|    0.000|2016/04/06T02:02:39.803|Health|
     172.18.3.9|    192.168.0.1|33931|   53| 17|         1|       120|        |2016/04/06T02:02:44.294|    0.000|2016/04/06T02:02:44.294|Health|
   131.247.63.6|        8.8.8.8|62607|   53| 17|         1|        82|        |2016/04/06T02:02:43.605|    0.000|2016/04/06T02:02:43.605|Health|
  131.247.65.11|        8.8.8.8|51333|   53| 17|         1|        72|        |2016/04/06T02:02:45.653|    0.000|2016/04/06T02:02:45.653|Health|
  131.247.65.11|        8.8.8.8|51281|   53| 17|         1|        72|        |2016/04/06T02:02:45.653|    0.000|2016/04/06T02:02:45.653|Health|
   172.19.1.229|    192.168.1.9|    0| 2048|  1|         4|       240|        |2016/04/06T02:02:45.308|    9.024|2016/04/06T02:02:54.332|Health|
     172.18.3.9|    192.168.0.1|47573|   53| 17|         1|       120|        |2016/04/06T02:02:48.325|    0.000|2016/04/06T02:02:48.325|Health|
     172.18.3.9|    192.168.0.1|48600|   53| 17|         1|       120|        |2016/04/06T02:02:52.294|    0.000|2016/04/06T02:02:52.294|Health|
     172.18.3.9|    192.168.0.1|34431|   53| 17|         1|       120|        |2016/04/06T02:02:56.324|    0.000|2016/04/06T02:02:56.324|Health|
   172.19.1.229|    192.168.1.9|    0| 2048|  1|         4|       240|        |2016/04/06T02:02:57.338|    8.960|2016/04/06T02:03:06.298|Health|
     172.18.3.9|    192.168.0.1|36390|   53| 17|         1|        67|        |2016/04/06T02:03:06.306|    0.000|2016/04/06T02:03:06.306|Health|
  10.119.38.154|        8.8.8.8|    0| 2048|  1|         1|        60|        |2016/04/06T02:03:10.101|    0.000|2016/04/06T02:03:10.101|Health|
   172.19.1.229|    192.168.1.9|    0| 2048|  1|         4|       240|        |2016/04/06T02:03:09.308|    9.024|2016/04/06T02:03:18.332|Health|
   10.119.34.27|        8.8.8.8|44243|   53| 17|         1|        71|        |2016/04/06T02:03:10.522|    0.000|2016/04/06T02:03:10.522|Health|
     172.18.3.9|    192.168.0.1|48768|   53| 17|         1|       155|        |2016/04/06T02:03:10.276|    0.000|2016/04/06T02:03:10.276|Health|
   10.119.53.87|        8.8.8.8|42771|   53| 17|         1|        65|        |2016/04/06T02:03:13.081|    0.000|2016/04/06T02:03:13.081|Health|
     172.18.3.9|    192.168.0.1|63062|   53| 17|         1|        67|        |2016/04/06T02:03:14.307|    0.000|2016/04/06T02:03:14.307|Health|
   10.119.53.87|        8.8.8.8|    0|  771|  1|         1|        56|        |2016/04/06T02:03:18.075|    0.000|2016/04/06T02:03:18.075|Health|
     172.18.3.9|    192.168.0.1|46758|   53| 17|         1|       167|        |2016/04/06T02:03:18.275|    0.000|2016/04/06T02:03:18.275|Health|
   172.19.1.229|    192.168.1.9|    0| 2048|  1|         4|       240|        |2016/04/06T02:03:21.339|    9.024|2016/04/06T02:03:30.363|Health|
   172.19.1.229|    192.168.1.9|    0| 2048|  1|         4|       240|        |2016/04/06T02:03:33.368|    8.960|2016/04/06T02:03:42.328|Health|
   10.119.53.87|        8.8.8.8|60039|   53| 17|         4|       296|        |2016/04/06T02:03:39.386|    9.216|2016/04/06T02:03:48.602|Health|
   131.247.63.6|        8.8.8.8|62607|   53| 17|         1|        82|        |2016/04/06T02:03:45.236|    0.000|2016/04/06T02:03:45.236|Health|
   131.247.63.6|        8.8.8.8|56858|   53| 17|         1|        86|        |2016/04/06T02:03:45.239|    0.000|2016/04/06T02:03:45.239|Health|
  131.247.65.11|        8.8.8.8|41273|   53| 17|         1|        72|        |2016/04/06T02:03:45.877|    0.000|2016/04/06T02:03:45.877|Health|
  131.247.65.11|        8.8.8.8|44839|   53| 17|         1|        72|        |2016/04/06T02:03:45.877|    0.000|2016/04/06T02:03:45.877|Health|
   172.19.1.229|    192.168.1.9|    0| 2048|  1|         4|       240|        |2016/04/06T02:03:45.335|    9.024|2016/04/06T02:03:54.359|Health|
  131.247.65.11|        8.8.8.8|    0|  771|  1|         1|       100|        |2016/04/06T02:03:50.870|    0.000|2016/04/06T02:03:50.870|Health|
  131.247.65.11|        8.8.8.8|34588|   53| 17|         3|       207|        |2016/04/06T02:03:52.083|    4.992|2016/04/06T02:03:57.075|Health|
   10.119.34.27|        8.8.8.8|    0| 2048|  1|        10|       840|        |2016/04/06T02:03:51.163|    8.960|2016/04/06T02:04:00.123|Health|
   172.19.1.229|    192.168.1.9|    0| 2048|  1|         4|       240|        |2016/04/06T02:03:57.369|    8.960|2016/04/06T02:04:06.329|Health|
  131.247.65.11|        8.8.8.8|52659|   53| 17|         4|       276|        |2016/04/06T02:04:02.071|    4.992|2016/04/06T02:04:07.063|Health|
  131.247.65.11|        8.8.8.8|42258|   53| 17|         3|       210|        |2016/04/06T02:04:07.637|    4.992|2016/04/06T02:04:12.629|Health|
  131.247.65.11|        8.8.8.8|    0|  771|  1|         1|        97|        |2016/04/06T02:04:07.124|    0.000|2016/04/06T02:04:07.124|Health|
   172.19.1.229|    192.168.1.9|    0| 2048|  1|         4|       240|        |2016/04/06T02:04:09.335|    9.024|2016/04/06T02:04:18.359|Health|
  10.119.38.154|        8.8.8.8|    0| 2048|  1|         1|        60|        |2016/04/06T02:04:10.902|    0.000|2016/04/06T02:04:10.902|Health|
  131.247.65.11|        8.8.8.8|60409|   53| 17|         2|       140|        |2016/04/06T02:04:12.693|    0.000|2016/04/06T02:04:12.693|Health|
   172.19.1.229|    192.168.1.9|    0| 2048|  1|         4|       240|        |2016/04/06T02:04:21.366|    9.024|2016/04/06T02:04:30.390|Health|
   131.247.63.6|        8.8.8.8|55102|   53| 17|         1|        60|        |2016/04/06T02:04:26.899|    0.000|2016/04/06T02:04:26.899|Health|
  131.247.65.11|        8.8.8.8|45671|   53| 17|         1|        83|        |2016/04/06T02:04:33.874|    0.000|2016/04/06T02:04:33.874|Health|
  131.247.65.11|        8.8.8.8|50286|   53| 17|         2|       166|        |2016/04/06T02:04:33.875|    0.000|2016/04/06T02:04:33.875|Health|
   172.19.1.229|    192.168.1.9|    0| 2048|  1|         4|       240|        |2016/04/06T02:04:33.398|    8.960|2016/04/06T02:04:42.358|Health|
  131.247.65.11|        8.8.8.8|34137|   53| 17|         1|        72|        |2016/04/06T02:04:46.097|    0.000|2016/04/06T02:04:46.097|Health|
  131.247.65.11|        8.8.8.8|60462|   53| 17|         1|        72|        |2016/04/06T02:04:46.095|    0.000|2016/04/06T02:04:46.095|Health|
   172.19.1.229|    192.168.1.9|    0| 2048|  1|         4|       240|        |2016/04/06T02:04:45.363|    9.024|2016/04/06T02:04:54.387|Health|
  131.247.65.11|        8.8.8.8|57384|   53| 17|         2|       160|        |2016/04/06T02:04:49.298|    0.000|2016/04/06T02:04:49.298|Health|
   131.247.63.6|        8.8.8.8|62607|   53| 17|         1|        82|        |2016/04/06T02:04:46.994|    0.000|2016/04/06T02:04:46.994|Health|
   10.119.53.87|        8.8.8.8|57735|   53| 17|         4|       296|        |2016/04/06T02:04:46.837|    9.216|2016/04/06T02:04:56.053|Health|
    172.18.5.48|    192.168.0.1|41603|   53| 17|         1|       120|        |2016/04/06T02:04:53.375|    0.000|2016/04/06T02:04:53.375|Health|
    172.18.5.48|    192.168.0.1|58393|   53| 17|         1|       120|        |2016/04/06T02:04:56.834|    0.000|2016/04/06T02:04:56.834|Health|
   10.119.34.27|        8.8.8.8|43395|   53| 17|         1|        65|        |2016/04/06T02:04:54.962|    0.000|2016/04/06T02:04:54.962|Health|
   172.19.1.229|    192.168.1.9|    0| 2048|  1|         4|       240|        |2016/04/06T02:04:57.395|    8.960|2016/04/06T02:05:06.355|Health|
    172.18.5.48|    192.168.0.1|40162|   53| 17|         1|       120|        |2016/04/06T02:05:00.869|    0.000|2016/04/06T02:05:00.869|Health|
   10.119.52.90|        1.1.1.1|49237| 8000| 17|         1|        90|        |2016/04/06T02:04:59.986|    0.000|2016/04/06T02:04:59.986|Health|
   10.119.34.27|        8.8.8.8|    0| 2048|  1|        10|       840|        |2016/04/06T02:05:02.770|    9.024|2016/04/06T02:05:11.794|Health|
   172.19.1.229|    192.168.1.9|    0| 2048|  1|         4|       240|        |2016/04/06T02:05:09.362|    9.024|2016/04/06T02:05:18.386|Health|
    172.18.5.48|    192.168.0.1|49765|   53| 17|         1|        67|        |2016/04/06T02:05:10.983|    0.000|2016/04/06T02:05:10.983|Health|
  10.119.38.154|        8.8.8.8|    0| 2048|  1|         1|        60|        |2016/04/06T02:05:11.822|    0.000|2016/04/06T02:05:11.822|Health|
   10.119.34.27|        8.8.8.8|59093|   53| 17|         1|        71|        |2016/04/06T02:05:12.180|    0.000|2016/04/06T02:05:12.180|Health|
    172.18.5.48|    192.168.0.1|60390|   53| 17|         1|       155|        |2016/04/06T02:05:15.015|    0.000|2016/04/06T02:05:15.015|Health|
   10.119.34.33|    192.168.1.1|52439|  139|  6|         1|        64|        |2016/04/06T02:05:21.975|    0.000|2016/04/06T02:05:21.975|Health|
   172.19.1.229|    192.168.1.9|    0| 2048|  1|         4|       240|        |2016/04/06T02:05:21.399|    9.024|2016/04/06T02:05:30.423|Health|
   172.19.1.229|    192.168.1.9|    0| 2048|  1|         4|       240|        |2016/04/06T02:05:33.429|    8.960|2016/04/06T02:05:42.389|Health|
   10.119.34.39|    192.168.1.1|57473|  139|  6|         1|        64|        |2016/04/06T02:05:39.831|    0.000|2016/04/06T02:05:39.831|Health|
  131.247.65.11|        8.8.8.8|33598|   53| 17|         1|        72|        |2016/04/06T02:05:45.297|    0.000|2016/04/06T02:05:45.297|Health|
  131.247.65.11|        8.8.8.8|57962|   53| 17|         1|        72|        |2016/04/06T02:05:45.364|    0.000|2016/04/06T02:05:45.364|Health|
   172.19.1.229|    192.168.1.9|    0| 2048|  1|         4|       240|        |2016/04/06T02:05:45.396|    9.024|2016/04/06T02:05:54.420|Health|
   131.247.63.6|        8.8.8.8|62607|   53| 17|         1|        82|        |2016/04/06T02:05:48.753|    0.000|2016/04/06T02:05:48.753|Health|
   131.247.63.6|        8.8.8.8|57417|   53| 17|         1|        87|        |2016/04/06T02:05:48.756|    0.000|2016/04/06T02:05:48.756|Health|
   10.119.53.87|        8.8.8.8|57741|   53| 17|         3|       222|        |2016/04/06T02:05:54.998|    9.280|2016/04/06T02:06:04.278|Health|
   172.19.1.229|    192.168.1.9|    0| 2048|  1|         4|       240|        |2016/04/06T02:05:57.431|    9.024|2016/04/06T02:06:06.455|Health|
   172.19.1.229|    192.168.1.9|    0| 2048|  1|         4|       240|        |2016/04/06T02:06:09.398|    9.024|2016/04/06T02:06:18.422|Health|
  10.119.38.154|        8.8.8.8|    0| 2048|  1|         1|        60|        |2016/04/06T02:06:12.689|    0.000|2016/04/06T02:06:12.689|Health|
   10.119.34.27|        8.8.8.8|    0| 2048|  1|         9|       756|        |2016/04/06T02:06:14.451|    8.000|2016/04/06T02:06:22.451|Health|
   172.19.1.229|    192.168.1.9|    0| 2048|  1|         2|       120|        |2016/04/06T02:06:21.430|    3.008|2016/04/06T02:06:24.438|Health|
   10.119.34.27|        8.8.8.8|    0| 2048|  1|         1|        84|        |2016/04/06T02:06:23.478|    0.000|2016/04/06T02:06:23.478|Health|
  131.247.65.11|        8.8.8.8|36004|   53| 17|         1|        64|        |2016/04/06T02:06:28.564|    0.000|2016/04/06T02:06:28.564|Health|
  131.247.65.11|        8.8.8.8|52945|   53| 17|         1|        64|        |2016/04/06T02:06:28.755|    0.000|2016/04/06T02:06:28.755|Health|
   131.247.63.6|        8.8.8.8|57829|   53| 17|         2|       142|        |2016/04/06T02:06:42.322|    1.024|2016/04/06T02:06:43.346|Health|
  131.247.65.11|        8.8.8.8|56455|   53| 17|         1|        72|        |2016/04/06T02:06:45.585|    0.000|2016/04/06T02:06:45.585|Health|
  131.247.65.11|        8.8.8.8|38169|   53| 17|         1|        72|        |2016/04/06T02:06:45.649|    0.000|2016/04/06T02:06:45.649|Health|
   131.247.63.6|        8.8.8.8|    0|  771|  1|         2|       112|        |2016/04/06T02:06:47.316|    1.024|2016/04/06T02:06:48.340|Health|
   10.119.53.87|        8.8.8.8|60782|   53| 17|         3|       222|        |2016/04/06T02:06:59.444|    9.280|2016/04/06T02:07:08.724|Health|
  10.119.38.154|        8.8.8.8|    0| 2048|  1|         1|        60|        |2016/04/06T02:07:13.745|    0.000|2016/04/06T02:07:13.745|Health|
   10.119.34.27|        8.8.8.8|    0| 2048|  1|         9|       756|        |2016/04/06T02:07:26.130|    8.000|2016/04/06T02:07:34.130|Health|
   10.119.34.27|        8.8.8.8|59443|   53| 17|         1|        65|        |2016/04/06T02:07:32.274|    0.000|2016/04/06T02:07:32.274|Health|
   10.119.34.27|        8.8.8.8|    0| 2048|  1|         1|        84|        |2016/04/06T02:07:35.154|    0.000|2016/04/06T02:07:35.154|Health|
  131.247.65.11|        8.8.8.8|40553|   53| 17|         1|        72|        |2016/04/06T02:07:45.809|    0.000|2016/04/06T02:07:45.809|Health|
  10.119.38.154|        8.8.8.8|    0| 2048|  1|         1|        60|        |2016/04/06T02:07:45.299|    0.000|2016/04/06T02:07:45.299|Health|
  131.247.65.11|        8.8.8.8|51030|   53| 17|         1|        72|        |2016/04/06T02:07:45.875|    0.000|2016/04/06T02:07:45.875|Health|
   131.247.63.6|        8.8.8.8|62607|   53| 17|         1|        82|        |2016/04/06T02:07:47.985|    0.000|2016/04/06T02:07:47.985|Health|
   10.119.53.87|        8.8.8.8|52982|   53| 17|         4|       296|        |2016/04/06T02:08:05.360|    9.280|2016/04/06T02:08:14.640|Health|
  10.119.38.154|        8.8.8.8|    0| 2048|  1|         1|        60|        |2016/04/06T02:08:14.097|    0.000|2016/04/06T02:08:14.097|Health|
     172.18.3.9|    192.168.0.1|33931|   53| 17|         1|       120|        |2016/04/06T02:08:15.435|    0.000|2016/04/06T02:08:15.435|Health|
     172.18.3.9|    192.168.0.1|56554|   53| 17|         1|       120|        |2016/04/06T02:08:19.401|    0.000|2016/04/06T02:08:19.401|Health|
   10.119.34.33|    192.168.1.1|52459|  139|  6|         1|        64|        |2016/04/06T02:08:21.999|    0.000|2016/04/06T02:08:21.999|Health|
     172.18.3.9|    192.168.0.1|40684|   53| 17|         1|       120|        |2016/04/06T02:08:23.434|    0.000|2016/04/06T02:08:23.434|Health|
  131.247.65.11|        8.8.8.8|56469|   53| 17|         2|       138|        |2016/04/06T02:08:24.268|    0.000|2016/04/06T02:08:24.268|Health|
  131.247.65.11|        8.8.8.8|55048|   53| 17|         3|       207|        |2016/04/06T02:08:25.164|    4.992|2016/04/06T02:08:30.156|Health|
     172.18.3.9|    192.168.0.1|33599|   53| 17|         1|       120|        |2016/04/06T02:08:27.405|    0.000|2016/04/06T02:08:27.405|Health|
     172.18.3.9|    192.168.0.1|50963|   53| 17|         1|        67|        |2016/04/06T02:08:37.447|    0.000|2016/04/06T02:08:37.447|Health|
   10.119.34.27|        8.8.8.8|    0| 2048|  1|        10|       840|        |2016/04/06T02:08:37.806|    9.024|2016/04/06T02:08:46.830|Health|
     172.18.3.9|    192.168.0.1|48768|   53| 17|         1|       155|        |2016/04/06T02:08:41.418|    0.000|2016/04/06T02:08:41.418|Health|
   10.119.34.39|    192.168.1.1|57492|  139|  6|         1|        64|        |2016/04/06T02:08:39.854|    0.000|2016/04/06T02:08:39.854|Health|
     172.18.3.9|    192.168.0.1|60588|   53| 17|         1|        67|        |2016/04/06T02:08:45.450|    0.000|2016/04/06T02:08:45.450|Health|
  131.247.65.11|        8.8.8.8|37229|   53| 17|         1|        72|        |2016/04/06T02:08:46.092|    0.000|2016/04/06T02:08:46.092|Health|
  131.247.65.11|        8.8.8.8|58664|   53| 17|         1|        72|        |2016/04/06T02:08:46.094|    0.000|2016/04/06T02:08:46.094|Health|
     172.18.3.9|    192.168.0.1|60749|   53| 17|         1|       167|        |2016/04/06T02:08:49.420|    0.000|2016/04/06T02:08:49.420|Health|
   10.119.53.87|        8.8.8.8|49800|   53| 17|         1|        60|        |2016/04/06T02:08:47.085|    0.000|2016/04/06T02:08:47.085|Health|
   172.19.7.115|    192.168.1.2|    0| 2048|  1|         4|       240|        |2016/04/06T02:09:09.323|    9.024|2016/04/06T02:09:18.347|Health|
   10.119.53.87|        8.8.8.8|50378|   53| 17|         3|       222|        |2016/04/06T02:09:10.956|    9.280|2016/04/06T02:09:20.236|Health|
  10.119.38.154|        8.8.8.8|    0| 2048|  1|         1|        60|        |2016/04/06T02:09:15.147|    0.000|2016/04/06T02:09:15.147|Health|
   172.19.7.115|    192.168.1.2|    0| 2048|  1|         4|       240|        |2016/04/06T02:09:21.356|    9.024|2016/04/06T02:09:30.380|Health|
   172.19.7.115|    192.168.1.2|    0| 2048|  1|         4|       240|        |2016/04/06T02:09:33.389|    9.024|2016/04/06T02:09:42.413|Health|
  131.247.65.11|        8.8.8.8|42795|   53| 17|         2|       166|        |2016/04/06T02:09:35.500|    0.000|2016/04/06T02:09:35.500|Health|
  131.247.65.11|        8.8.8.8|36411|   53| 17|         1|        83|        |2016/04/06T02:09:35.501|    0.000|2016/04/06T02:09:35.501|Health|
  131.247.65.11|        8.8.8.8|50719|   53| 17|         1|        72|        |2016/04/06T02:09:45.293|    0.000|2016/04/06T02:09:45.293|Health|
   172.19.7.115|    192.168.1.2|    0| 2048|  1|         4|       240|        |2016/04/06T02:09:45.420|    9.024|2016/04/06T02:09:54.444|Health|
   10.119.34.27|        8.8.8.8|    0| 2048|  1|        10|       840|        |2016/04/06T02:09:49.484|    8.960|2016/04/06T02:09:58.444|Health|
   172.19.7.115|    192.168.1.2|    0| 2048|  1|         4|       240|        |2016/04/06T02:09:57.453|    9.024|2016/04/06T02:10:06.477|Health|
   10.119.52.90|        1.1.1.1|49237| 8000| 17|         1|        90|        |2016/04/06T02:10:00.013|    0.000|2016/04/06T02:10:00.013|Health|
   172.19.7.115|    192.168.1.2|    0| 2048|  1|         4|       240|        |2016/04/06T02:10:09.483|    9.024|2016/04/06T02:10:18.507|Health|
   10.119.53.87|        8.8.8.8|57187|   53| 17|         4|       296|        |2016/04/06T02:10:16.233|    9.216|2016/04/06T02:10:25.449|Health|
  10.119.38.154|        8.8.8.8|    0| 2048|  1|         1|        60|        |2016/04/06T02:10:15.370|    0.000|2016/04/06T02:10:15.370|Health|
   172.19.7.115|    192.168.1.2|    0| 2048|  1|         4|       240|        |2016/04/06T02:10:21.580|    9.024|2016/04/06T02:10:30.604|Health|
    172.18.5.48|    192.168.0.1|42749|   53| 17|         1|       120|        |2016/04/06T02:10:25.230|    0.000|2016/04/06T02:10:25.230|Health|
    172.18.5.48|    192.168.0.1|43280|   53| 17|         1|       120|        |2016/04/06T02:10:29.066|    0.000|2016/04/06T02:10:29.066|Health|
    172.18.5.48|    192.168.0.1|57478|   53| 17|         1|       120|        |2016/04/06T02:10:33.097|    0.000|2016/04/06T02:10:33.097|Health|
   172.19.7.115|    192.168.1.2|    0| 2048|  1|         4|       240|        |2016/04/06T02:10:33.611|    9.024|2016/04/06T02:10:42.635|Health|
    172.18.5.48|    192.168.0.1|51739|   53| 17|         1|        67|        |2016/04/06T02:10:43.147|    0.000|2016/04/06T02:10:43.147|Health|
  131.247.65.11|        8.8.8.8|60010|   53| 17|         1|        72|        |2016/04/06T02:10:45.578|    0.000|2016/04/06T02:10:45.578|Health|
  131.247.65.11|        8.8.8.8|33358|   53| 17|         1|        72|        |2016/04/06T02:10:45.513|    0.000|2016/04/06T02:10:45.513|Health|
   172.19.7.115|    192.168.1.2|    0| 2048|  1|         4|       240|        |2016/04/06T02:10:45.643|    9.024|2016/04/06T02:10:54.667|Health|
    172.18.5.48|    192.168.0.1|60439|   53| 17|         1|       155|        |2016/04/06T02:10:47.182|    0.000|2016/04/06T02:10:47.182|Health|
   172.19.7.115|    192.168.1.2|    0| 2048|  1|         4|       240|        |2016/04/06T02:10:57.673|    9.024|2016/04/06T02:11:06.697|Health|
   10.119.34.27|        8.8.8.8|    0| 2048|  1|        10|       840|        |2016/04/06T02:11:01.159|    8.960|2016/04/06T02:11:10.119|Health|
   172.19.7.115|    192.168.1.2|    0| 2048|  1|         4|       240|        |2016/04/06T02:11:09.707|    9.024|2016/04/06T02:11:18.731|Health|
  10.119.38.154|        8.8.8.8|    0| 2048|  1|         1|        60|        |2016/04/06T02:11:16.299|    0.000|2016/04/06T02:11:16.299|Health|
   10.119.34.33|    192.168.1.1|52476|  139|  6|         1|        64|        |2016/04/06T02:11:22.019|    0.000|2016/04/06T02:11:22.019|Health|
   172.19.7.115|    192.168.1.2|    0| 2048|  1|         4|       240|        |2016/04/06T02:11:21.739|    9.088|2016/04/06T02:11:30.827|Health|
   10.119.53.87|        8.8.8.8|52597|   53| 17|         4|       296|        |2016/04/06T02:11:23.940|    9.216|2016/04/06T02:11:33.156|Health|
  131.247.65.11|        8.8.8.8|55926|   53| 17|         1|        64|        |2016/04/06T02:11:29.033|    0.000|2016/04/06T02:11:29.033|Health|
  131.247.65.11|        8.8.8.8|33593|   53| 17|         1|        64|        |2016/04/06T02:11:28.970|    0.000|2016/04/06T02:11:28.970|Health|
   172.19.7.115|    192.168.1.2|    0| 2048|  1|         4|       240|        |2016/04/06T02:11:33.833|    9.024|2016/04/06T02:11:42.857|Health|
   10.119.34.39|    192.168.1.1|57508|  139|  6|         1|        64|        |2016/04/06T02:11:39.811|    0.000|2016/04/06T02:11:39.811|Health|
  131.247.65.11|        8.8.8.8|48479|   53| 17|         1|        72|        |2016/04/06T02:11:45.802|    0.000|2016/04/06T02:11:45.802|Health|
  131.247.65.11|        8.8.8.8|59712|   53| 17|         1|        72|        |2016/04/06T02:11:45.803|    0.000|2016/04/06T02:11:45.803|Health|
   172.19.7.115|    192.168.1.2|    0| 2048|  1|         4|       240|        |2016/04/06T02:11:45.868|    9.024|2016/04/06T02:11:54.892|Health|
   131.247.63.6|        8.8.8.8|52037|   53| 17|         2|       164|        |2016/04/06T02:11:47.529|    1.024|2016/04/06T02:11:48.553|Health|
